Business status,Address,Street name address,Business name,License date,Date of closure
폐업,서울특별시 마포구 망원동 471-18 두영빌딩 402호 ,"서울특별시 마포구 방울내로11길 23  (망원동,두영빌딩 402호)",(주)대호켐,20091021,20110830
폐업,1048-2 43통2반 ,,1111,20000712,20000712
폐업,서울특별시 마포구 성산동 572-34 ,,(주)호전화학,20010222,20210818
폐업,서울특별시 마포구 합정동 382-20 ,서울특별시 마포구 양화로 13 (합정동),SK네트윅스(주)합정주유소,19760524,20190902
폐업,서울특별시 마포구 동교동 179-4 ,서울특별시 마포구 신촌로 28 (동교동),지에스칼텍스(주)직영 동아점,19760526,20121030
폐업,서울특별시 마포구 상암동 19-15 ,서울특별시 마포구 월드컵북로44길 26 (상암동),경일에너지,19800428,20210818
폐업,서울특별시 마포구 합정동 427-19 ,서울특별시 마포구 월드컵로 39-1 (합정동),공명사,19811105,20120307
폐업,서울특별시 마포구 아현동 611-7 ,,삼표석유,19851018,20090203
영업/정상,서울특별시 마포구 망원동 481-3 ,서울특별시 마포구 월드컵로 119 (망원동),(주)안국에너지 망원동주유소,19870402,
영업/정상,서울특별시 마포구 합정동 383-4 ,서울특별시 마포구 양화로 33 (합정동),에스케이에너지 주식회사 안국주유소,19760531,
영업/정상,서울특별시 마포구 염리동 155-6,서울특별시 마포구 백범로 126 (염리동),에쓰-오일(주) 염리동 주유소,1976-05-07,
영업/정상,서울특별시 마포구 대흥동 337-30 ,서울특별시 마포구 대흥로 61 (대흥동),(주)만성상사,19940208,
영업/정상,서울특별시 마포구 성산동 103-8 ,서울특별시 마포구 월드컵북로 113 (성산동),청원주유소,19920605,
폐업,서울특별시 강남구 삼성동 128-17,서울특별시 강남구 삼성로 521 (삼성동),SK네트웍스(주)삼성주유소,19920414,
영업/정상,서울특별시 마포구 도화동 174-1 ,서울특별시 마포구 마포대로 69 (도화동),에스케이에너지(주) 양지주유소,19760427,
영업/정상,서울특별시 양천구 신월동 513-5 ,서울특별시 양천구 월정로 14 (신월동),한강석유,19880101,
영업/정상,서울특별시 양천구 신정동 209-6 ,서울특별시 양천구 목동남로 62 (신정동),SK에너지(주)신평주유소,19950227,
영업/정상,서울특별시 양천구 신정동 1029-45 ,서울특별시 양천구 은행정로5길 52 (신정동),신정석유,19880101,
영업/정상,서울특별시 양천구 신월동 206-1 ,서울특별시 양천구 남부순환로 442 (신월동),동일석유(주)개나리주유소,19770910,
영업/정상,서울특별시 양천구 신정동 1315 서부트럭터미널 ,서울특별시 양천구 신정로 167 (신정동),(주)서부티엔디,19800728,
영업/정상,서울특별시 양천구 신월동 199-5 ,서울특별시 양천구 남부순환로 408 (신월동),신월동주유소,19931214,
영업/정상,서울특별시 마포구 성산동 275-56,서울특별시 마포구 성산로 144 (성산동),(주)블루원에너지 직영 성산대교주유소,19960111,
폐업,서울특별시 양천구 신정동 884-2,서울특별시 양천구 은행정로20길 2 (신정동),"SK석유(석유,등유,보일러등유,실내등유,난방유,백등유)배달",19880101,
영업/정상,"서울특별시 마포구 창전동 13-6 13-44, 13-15",서울특별시 마포구 서강로 76 (창전동),주식회사 에스에스 오토,20071228,
영업/정상,서울특별시 양천구 신월동 534-24 ,서울특별시 양천구 신월로 193 (신월동),(주)진우에너지 신월점,19920414,
영업/정상,서울특별시 양천구 목동 804-35 ,서울특별시 양천구 국회대로 275 (목동),양천구주유소,19920414,
영업/정상,서울특별시 양천구 신월동 87-15 ,서울특별시 양천구 가로공원로 165 (신월동),에이치지에너지 가로공원주유소,19920414,
영업/정상,서울특별시 양천구 신정동 872-5 ,서울특별시 양천구 국회대로 170 (신정동),SK에너지(주)경인주유소,19920414,
영업/정상,서울특별시 양천구 목동 121-4 ,서울특별시 양천구 안양천로 1171 (목동),건지주유소,19920131,
영업/정상,서울특별시 양천구 신정동 1024-1 ,서울특별시 양천구 신월로36길 11 (신정동),제일석유,19900809,
폐업,서울특별시 양천구 목동 546-4 ,서울특별시 양천구 목동중앙본로28길 1  (목동),유경석유,19880101,20040623
폐업,서울특별시 양천구 목동 721-10 ,서울특별시 양천구 목동중앙남로3가길 93  (목동),대신에너지,19880101,20070316
폐업,서울특별시 양천구 신월동 556-12 ,서울특별시 양천구 청황길 14  (신월동),오성에너지,19880413,20111018
폐업,서울특별시 양천구 신월동 428-5 ,서울특별시 양천구 월정로 43  (신월동),경창석유,19880101,20080724
폐업,서울특별시 양천구 신월동 136-8 ,서울특별시 양천구 남부순환로59길 3  (신월동),대하석유,19880101,20070724
폐업,서울특별시 양천구 신정동 985-1 ,서울특별시 양천구 은행정로 54 (신정동),동화에너지,19880408,20200522
폐업,서울특별시 강서구 마곡동 223-46 ,,성신주유소,19930616,20100513
폐업,서울특별시 양천구 신월동 546-7 ,서울특별시 양천구 신월로9길 2  (신월동),현대석유,19940621,20041013
폐업,서울특별시 양천구 신정동 1007-7 ,서울특별시 양천구 목동로 159 (신정동),지에스칼텍스(주) 직영 금강점,19941224,20130104
폐업,서울특별시 양천구 신정동 184-28 ,,백조석유,19951212,20070306
폐업,서울특별시 양천구 신정동 1014-2 도림빌딩 601 ,"서울특별시 양천구 신월로 374  (신정동,도림빌딩 601)",(주)삼양화인,20041112,20090311
폐업,경기도 고양시 덕양구 화정동 1127 31통10반 옥빛마을 1509동 1904호,"경기도 고양시 덕양구 화신로 233, 1509동 1904호 (화정동,옥빛마을)",(주)케미맥스,20060526,
폐업,서울특별시 양천구 신정동 183-2 ,,(주)태성에너지,19880329,
폐업,서울특별시 양천구 신정동 1287-3 ,서울특별시 양천구 남부순환로 640 (신정동),한양주유소,19931221,20141031
폐업,서울특별시 양천구 신월동 540-10 ,서울특별시 양천구 남부순환로77길 9 (신월동),대성에너지,19940131,20180703
폐업,서울특별시 양천구 목동 715-2 ,서울특별시 양천구 목동중앙남로 82-4 (목동),대원석유,19940205,20210916
폐업,서울특별시 양천구 신정동 1027-4 ,서울특별시 양천구 신월로 328 (신정동),(주) 한주에너지 신정주유소,19801106,
폐업,서울특별시 양천구 목동 405-271 ,,SK네트웍스(주)신평주유소,19810701,
폐업,서울특별시 양천구 신정동 296-31 ,서울특별시 양천구 신목로7길 1 (신정동),현대오일뱅크(주)직영 코리아주유소,19931221,20210728
폐업,서울특별시 양천구 신월동 438-1 영옥빌딩 305호 ,"서울특별시 양천구 남부순환로 527  (신월동,영옥빌딩 305호)",삼정화학,20010118,20050107
폐업,서울특별시 양천구 신정동 739-15 도일빌딩 201호 ,"서울특별시 양천구 남부순환로 700  (신정동,도일빌딩 201호)",(주)우진케미컬,20010913,
폐업,서울특별시 강서구 공항동 1362-7 28통3반 302호,"서울특별시 강서구 방화대로6길 24-6,  302호 (공항동)",천지CAM,20030805,20050319
폐업,서울특별시 양천구 신정동 963-20 ,서울특별시 양천구 오목로32길 21-1 (신정동),지에스조은에너지,20090121,20120330
폐업,서울특별시 영등포구 양평동2가 45 15통4반 상록수아파트 101동 412호,"서울특별시 영등포구 영등포로 17, 101동 412호 (양평동2가,상록수아파트)",(주)케미코리아,20040212,
폐업,서울특별시 양천구 신월동 438-1 ,서울특별시 양천구 남부순환로 527  (신월동),하나물산,20041217,
폐업,서울특별시 양천구 신월동 27-5 ,서울특별시 양천구 남부순환로29길 14  (신월동),등불석유,19930806,
폐업,서울특별시 양천구 목동 404-156 ,서울특별시 양천구 신목로 102  (목동),상진주유소,19920131,20050802
폐업,서울특별시 양천구 목동 709-1 ,서울특별시 양천구 등촌로 142 (목동),경준주유소,19920414,
폐업,서울특별시 양천구 목동 917-9 ,서울특별시 양천구 목동동로 293 (목동),(주)케미맥스,20060526,20121031
폐업,서울특별시 양천구 신정동 1305 힐탑이루미@ B103호 ,"서울특별시 양천구 은행정로17길 80  (신정동,힐탑이루미@ B103호)",유니언 마켓팅,20070316,20110412
폐업,서울특별시 양천구 신정동 318-6 동문비젼 1009 ,"서울특별시 양천구 목동서로 287  (신정동,동문비젼 1009)",(주)제이켐,20080429,
폐업,서울특별시 양천구 신월동 98-41 ,서울특별시 양천구 곰달래로5길 64-1  (신월동),엘림크린재료상사,20090423,20100511
폐업,서울특별시 양천구 신월동 98-44 ,서울특별시 양천구 곰달래로5길 66 (신월동),한음,20091218,20140331
폐업,서울특별시 양천구 신월동 941-7 ,서울특별시 양천구 지양로9길 23  (신월동),종점석유,19880802,20030407
폐업,서울특별시 양천구 신정동 943-15 ,서울특별시 양천구 중앙로 300 (신정동),신정주유소,19960311,
폐업,서울특별시 양천구 목동 406-117 ,,태림석유(주)양정주유소,19960412,20031029
폐업,서울특별시 양천구 신정동 1049-19 ,서울특별시 양천구 중앙로36길 24  (신정동),양천에너지,19991115,20070601
폐업,서울특별시 양천구 목동 128-13 ,서울특별시 양천구 목동중앙로13가길 12  (목동),동화산업,19880329,
폐업,서울특별시 양천구 목동 781-20 ,서울특별시 양천구 목동중앙서로7길 39  (목동),만년석유,19900523,
폐업,서울특별시 양천구 목동 497-7 ,서울특별시 양천구 목동중앙본로 101  (목동),천일석유,19900622,20040514
폐업,서울특별시 양천구 신월동 113-22 ,서울특별시 양천구 월정로27길 10 (신월동),유공석유,19900215,20210407
폐업,서울특별시 양천구 신월동 45-26 ,서울특별시 양천구 남부순환로36길 6  (신월동),신곡석유상사,19910129,20040807
폐업,서울특별시 양천구 신정동 323-12 ,서울특별시 양천구 목동동로 73 (신정동),현대오일뱅크(주)직영 신양천주유소,19910514,20141128
휴업,서울특별시 양천구 신정동 1052-12 ,서울특별시 양천구 중앙로 226 (신정동),주식회사 타이거오일 신정주유소,19921203,
영업/정상,서울특별시 양천구 신월동 206-1 ,서울특별시 양천구 남부순환로 442 (신월동),동일석유(주)개나리주유소,19770910,
영업/정상,서울특별시 양천구 신월동 167-1 ,서울특별시 양천구 남부순환로 372 (신월동),현대주유소,19921203,
폐업,서울특별시 강서구 공항동 281 ,,한국공항(주),19890407,20201116
영업/정상,서울특별시 양천구 신정동 162-40 ,서울특별시 양천구 안양천로 663 (신정동),신정동주유소,20090708,
영업/정상,서울특별시 양천구 목동 199-58 ,서울특별시 양천구 목동중앙로 125 (목동),목동주유소,19930610,
영업/정상,서울특별시 양천구 신정동 1294-6 ,서울특별시 양천구 신정로 236 (신정동),(주)지에스이앤알 서울주유소,19920215,
영업/정상,서울특별시 강서구 가양동 281-1 ,,SK글로벌(주),20030716,
영업/정상,경기도 안산시 상록구 일동 538-3 23통8반 ,경기도 안산시 상록구 도매시장로 125  (일동),C.I.O,20040325,
영업/정상,서울특별시 양천구 신월동 474-4,서울특별시 양천구 중앙로 331 (신월동),삼미상사(주)신월IC셀프주유소,19890831,
영업/정상,서울특별시 양천구 신월동 52-1,서울특별시 양천구 남부순환로 317 (신월동),플라트(주) 서호주유소,19801106,
영업/정상,서울특별시 강서구 방화동 45-3 방화LPG충전소 ,"서울특별시 강서구 양천로27길 261-40, 방화LPG충전소 (방화동)",올림픽주유소,20200922,
영업/정상,서울특별시 강서구 화곡동 868-17 14통7반 현대하이츠빌 201호,"서울특별시 강서구 곰달래로41길 30,  201호 (화곡동,현대하이츠빌)",성우상사,20030522,
영업/정상,서울특별시 강서구 염창동 263-8 ,서울특별시 강서구 양천로 720 (염창동),염창동주유소,19931230,
영업/정상,서울특별시 강서구 화곡동 1076-14 ,서울특별시 강서구 강서로 154 (화곡동),화곡역주유소,19940208,
폐업,서울특별시 강서구 등촌동 678-10,서울특별시 강서구 강서로 402 (등촌동),(주)통일항공시스템,1997-04-26,2012-02-22
영업/정상,서울특별시 강서구 화곡동 843-4 ,서울특별시 강서구 국회대로 225 (화곡동),지에스칼텍스(주)경인고속주유소,20041012,
영업/정상,서울특별시 도봉구 창동 651-83,서울특별시 도봉구 도봉로112길 12 (창동),금광석유,20060627,
영업/정상,서울특별시 강서구 공항동 281 국제화물청사 318-4 ,,에어로필드(주),20020716,
영업/정상,서울특별시 강서구 등촌동 631-7 ,서울특별시 강서구 양천로 576 (등촌동),청룡주유소,19950126,
영업/정상,서울특별시 강서구 공항동 1373-1 ,서울특별시 강서구 하늘길 170 (공항동),아시아나에어포트(주),20080805,
영업/정상,서울특별시 강서구 가양동 26-1 ,서울특별시 강서구 양천로53길 97  (가양동),한강주유소,20080313,
영업/정상,서울특별시 강서구 마곡동 813-3,서울특별시 강서구 양천로 300 (마곡동),오션네트웍스(주) 서울식물원지점,20210820,
영업/정상,서울특별시 강서구 화곡동 402-1,서울특별시 강서구 강서로 151 (화곡동),화곡현대주유소,19950608,
영업/정상,서울특별시 강서구 내발산동 648-3 ,서울특별시 강서구 공항대로 314 (내발산동),대성석유(주) 관문주유소,19990527,
영업/정상,서울특별시 강서구 등촌동 511-5 ,서울특별시 강서구 등촌로 189 (등촌동),등촌주유소,19940616,
영업/정상,서울특별시 강서구 오곡동 1 김포공항내 ,서울특별시 강서구 하늘길 84 (오곡동),(주)샤프에비에이션케이,20090325,
영업/정상,서울특별시 강서구 등촌동 510-13 ,서울특별시 강서구 등촌로 213 (등촌동),강서열린점,19950413,
영업/정상,서울특별시 강서구 외발산동 423-2 ,서울특별시 강서구 하늘길 259 (외발산동),(주)한진 김포공항주유소,19970417,
영업/정상,서울특별시 강서구 화곡동 20-1,서울특별시 강서구 화곡로 273 (화곡동),이케이에너지(주) 강서주유소,2000-08-01,
영업/정상,서울특별시 강서구 가양동 272-31 ,서울특별시 강서구 양천로 311 (가양동),세원제1주유소,19931221,
영업/정상,서울특별시 강서구 화곡동 931-11 ,서울특별시 강서구 국회대로 71 (화곡동),신화곡주유소,19930623,
폐업,서울특별시 강서구 방화동 488-1,서울특별시 강서구 양천로 57 (방화동),지에스칼텍스저유(주)개화주유소,19760504,20050624
폐업,서울특별시 영등포구 신길동 50-8 ,,SK글로벌(주)신길동주유소,20010924,
영업/정상,서울특별시 강서구 염창동 252-14 ,서울특별시 강서구 양천로 715  (염창동),대복주유소,19951012,
취소/말소/만료/정지/중지,서울특별시 양천구 신정동 276 30통8반 양천아파트 110동 103호,,경동석유,20021023,
폐업,서울특별시 강서구 내발산동 663-2 10통5반 경남연립 204호,"서울특별시 강서구 우장산로 21-8,  204호 (내발산동,경남연립)",우장석유,20040625,20140328
폐업,서울특별시 강서구 공항동 14-101 ,서울특별시 강서구 방화대로21길 26 (공항동),흥국에너지,20031104,
폐업,서울특별시 강서구 가양동 54-6 ,서울특별시 강서구 양천로 400 (가양동),강서명품주유소,19951016,20171010
영업/정상,서울특별시 강서구 공항동 1373-1 김포국제공항 내,서울특별시 강서구 하늘길 170 (공항동),아시아나항공(주),2008-08-06,
영업/정상,서울특별시 강서구 화곡동 862-16,서울특별시 강서구 곰달래로 207 (화곡동),뉴신정주유소,1993-10-29,
영업/정상,서울특별시 강서구 방화동 609-59,서울특별시 강서구 방화동로 58-2 (방화동),(주)타이거오일 방화주유소,19760511,
폐업,서울특별시 강서구 화곡동 835-22 11통7반 경우하이츠맨션 201호,"서울특별시 강서구 곰달래로47길 5,  201호 (화곡동,경우하이츠맨션)",SK석유,20060823,
폐업,서울특별시 강서구 화곡동 1024-6 ,서울특별시 강서구 강서로 215-1  (화곡동),서림석유,20060929,
폐업,서울특별시 강서구 화곡동 425-8 ,서울특별시 강서구 곰달래로 85  (화곡동),서림석유,20060929,
폐업,서울특별시 강서구 화곡동 425-8 ,서울특별시 강서구 곰달래로 85  (화곡동),서림석유,20060929,20090331
폐업,서울특별시 강서구 마곡동 224-1 ,,양천길주유소,19950213,20100503
폐업,서울특별시 강서구 등촌동 678-10 ,서울특별시 강서구 강서로 402  (등촌동),(주)통일항공시스템,19970426,
폐업,서울특별시 강서구 화곡동 1065-9 ,서울특별시 강서구 화곡로 157  (화곡동),SK글로벌(주) 성하주유소,20000801,20090604
폐업,"서울특별시 강서구 염창동 288-11 ,12,13 ",서울특별시 강서구 양천로75길 57 (염창동),신한국주유소,19930323,20140717
폐업,서울특별시 강서구 염창동 252-14 강서그린주유소 ,서울특별시 강서구 양천로 715 (염창동),강동주유소,19951012,20180413
폐업,서울특별시 강서구 외발산동 426 ,서울특별시 강서구 방화대로 94  (외발산동),정림주유소,20060620,20060620
폐업,서울특별시 강서구 외발산동 265-1 ,서울특별시 강서구 남부순환로 216  (외발산동),메이필드주유소,20060818,20131101
폐업,서울특별시 강서구 개화동 303-3 ,서울특별시 강서구 금낭화로26가길 152-14  (개화동),(주)대창유화,20061208,20071130
폐업,서울특별시 강서구 개화동 303-3 ,서울특별시 강서구 금낭화로26가길 152-14  (개화동),(주)대창유화,20070411,20071130
폐업,서울특별시 강서구 내발산동 755-2 ,서울특별시 강서구 남부순환로 195 (내발산동),정림주유소,20070327,
폐업,서울특별시 강서구 등촌동 566-28 외4필지 ,서울특별시 강서구 등촌로 65 (등촌동),SK네트웍스(주)동방주유소,19861117,20171101
폐업,서울특별시 강서구 화곡동 1082-25 ,서울특별시 강서구 화곡로20길 19  (화곡동),대성석유상사,19861105,20130628
폐업,서울특별시 강서구 가양동 281-1 ,,sk글로벌(주) 센추리주유소,19930604,20101005
폐업,서울특별시 강서구 등촌동 657-5 ,서울특별시 강서구 공항대로 389 (등촌동),공항로주유소,19930630,20091211
폐업,서울특별시 강서구 공항동 7-5 ,,(주)공항석유직영 공항주유소,19760429,20101103
폐업,서울특별시 강서구 염창동 274-18 ,서울특별시 강서구 공항대로 533 (염창동),진일주유소,19760524,20181105
폐업,서울특별시 강서구 방화동 246-26 ,서울특별시 강서구 양천로24길 98 (방화동),금강석유,20010524,
폐업,서울특별시 강서구 내발산동 701-7 ,서울특별시 강서구 강서로 291 (내발산동),(주)발산주유소,19890615,
폐업,서울특별시 강서구 공항동 693-6 ,서울특별시 강서구 송정로 14-8  (공항동),우영석유,19890314,20110706
폐업,서울특별시 마포구 도화동 353 현대홈타운아파트 207동 208호,,신안석유,19900613,
폐업,서울특별시 강서구 화곡동 1065-9 ,서울특별시 강서구 화곡로 157  (화곡동),sk네트웍스(주)성하주유소,19830401,20090603
폐업,서울특별시 강서구 공항동 693-6 ,서울특별시 강서구 송정로 14-8  (공항동),우영석유,19890314,
폐업,서울특별시 강서구 방화동 607-100 17통4반 ,서울특별시 강서구 방화동로12나길 19  (방화동),신안석유,19900613,
폐업,서울특별시 강서구 방화동 645-6 ,서울특별시 강서구 개화동로 519 (방화동),현대오일뱅크(주)직영 에어포트주유소,19921103,20211018
영업/정상,서울특별시 강서구 공항동 61-222 ,서울특별시 강서구 남부순환로 57 (공항동),주식회사 유턴상사유턴주유소,20070115,
영업/정상,서울특별시 강서구 방화동 488-1 ,서울특별시 강서구 양천로 57 (방화동),개화주유소,20050425,
영업/정상,,서울특별시 강서구 양천로53길 97 (가양동),박물관주유소,20080312,
영업/정상,서울특별시 강서구 오곡동 594-1 ,서울특별시 강서구 벌말로 254 (오곡동),경동석유산업(주)직영 강서오곡셀프주유소,20150518,
영업/정상,서울특별시 강서구 오곡동 699-19 ,서울특별시 강서구 벌말로 281 (오곡동),참솔에너지,20141201,
영업/정상,"서울특별시 강서구 개화동 565-4 외 2필지(565-6, 567-11) ",서울특별시 강서구 개화동로 420 (개화동),행촌에너지 공항주유소,20140704,
영업/정상,서울특별시 강서구 공항동 1373 ,서울특별시 강서구 하늘길 112 (공항동),(주)한진 김포공항 제2주유소,20141223,
영업/정상,"서울특별시 강서구 방화동 886 김포공항, SGBAC 2층 ","서울특별시 강서구 하늘길 38, 김포공항, SGBAC 2층 (방화동)",에브제트아시아(주),20171228,
영업/정상,서울특별시 강서구 마곡동 752 ,서울특별시 강서구 양천로 176 (마곡동),대성석유(주)방화대성주유소,20170223,
영업/정상,서울특별시 강서구 마곡동 784-1 ,서울특별시 강서구 강서로 457 (마곡동),대성석유(주) 마곡대성주유소,20170207,
영업/정상,서울특별시 구로구 구로동 461-13,서울특별시 구로구 구로동로 187 (구로동),신성주유소,1992-04-28,
영업/정상,서울특별시 강서구 등촌동 684,서울특별시 강서구 강서로 472 (등촌동),대성주유소,1994-07-18,
폐업,서울특별시 영등포구 문래동3가 8-7 ,,모드니주유소,19961002,
영업/정상,서울특별시 강서구 화곡동 785-2,서울특별시 강서구 국회대로 251 (화곡동),목화주유소,1994-03-02,
영업/정상,서울특별시 구로구 구로동 116-24 ,서울특별시 구로구 가마산로26길 54-1 (구로동),동일석유,19930426,
영업/정상,서울특별시 송파구 오금동 166 상아@ 3-106 ,"서울특별시 송파구 오금로 405  (오금동,상아@ 3-106)",삼한주유소,19930803,
영업/정상,서울특별시 구로구 구로동 602-6 ,서울특별시 구로구 경인로 558 (구로동),구인주유소,19760519,
영업/정상,서울특별시 구로구 가리봉동 9-1    ,,제일석유,19850311,
영업/정상,서울특별시 구로구 구로동 317-90 ,서울특별시 구로구 구로중앙로15길 55 (구로동),신신석유,19890828,
영업/정상,서울특별시 구로구 가리봉동 89-2 ,서울특별시 구로구 디지털로27길 131 (가리봉동),경일석유,19890419,
영업/정상,서울특별시 구로구 구로동 147-7 ,서울특별시 구로구 도림로 91 (구로동),동아주유소,19930724,
영업/정상,서울특별시 구로구 궁동 208-16   ,,한전석유,19940616,
영업/정상,서울특별시 구로구 고척동 103-4  고척산업용품종합상가 가동바열 233 ,,(주)동영켐,20020412,
영업/정상,서울특별시 구로구 구로동 104-1 동원빌딩 402호 ,"서울특별시 구로구 가마산로27길 11-23  (구로동,동원빌딩 402호)",(주)태한케미칼,20030407,
영업/정상,서울특별시 구로구 구로동 604-19 삼영제2빌딩 405호 ,"서울특별시 구로구 경인로 565  (구로동,삼영제2빌딩 405호)",동성케미칼(주),20041223,
영업/정상,서울특별시 구로구 구로동 1126-17 ,서울특별시 구로구 시흥대로 539 (구로동),JHC에너지,19951204,
영업/정상,서울특별시 구로구 구로동 46-6    ,,SK글로벌(주) 중아주유소,19960812,
영업/정상,서울특별시 구로구 구로동 604-1 기계공구상가 A동 2-216호,,강남화학,20051121,
영업/정상,서울특별시 성북구 종암동 104-1 7통4반 에스케이아파트 102동 308호,"서울특별시 성북구 종암로24가길 53, 102동 308호 (종암동,에스케이아파트)",철석주유소,20060607,
영업/정상,서울특별시 구로구 오류동 115-1    ,,(주)신강석유,19700704,
영업/정상,"서울특별시 구로구 구로동 754-4 754-5,754-6,754-7,754-10 ","서울특별시 구로구 구로동로 137 (구로동,754-5,754-6,754-7,754-10)",구로주유소,19700815,
영업/정상,서울특별시 구로구 개봉동 279-1    ,,광명석유,19910531,
영업/정상,서울특별시 구로구 오류동 13-142 ,서울특별시 구로구 고척로6길 25 (오류동),대한석유,19911015,
영업/정상,서울특별시 구로구 개봉동 331-30 ,서울특별시 구로구 개봉로15길 36-36 (개봉동),가나상사,19910509,
영업/정상,서울특별시 구로구 고척동 167-32,서울특별시 구로구 고척로 199 (고척동),(주)자연에너지 고척주유소,1993-06-19,
영업/정상,서울특별시 강남구 역삼동 679,서울특별시 강남구 삼성로 563 (삼성동),지에스칼텍스(주) 삼성로주유소,2009-01-13,
영업/정상,서울특별시 구로구 가리봉동 90-2 ,서울특별시 구로구 구로동로 20 (가리봉동),영진주유소,19920629,
영업/정상,서울특별시 구로구 구로동 52 ,,주식회사 인그레스,20060206,
영업/정상,서울특별시 구로구 구로동 604-1 공구상가 A블록 4-202호 ,,(주)무사화학,20070124,
영업/정상,서울특별시 구로구 구로동 106-4 ,서울특별시 구로구 공원로 3  (구로동),(주)쏠켐,20070515,
영업/정상,서울특별시 구로구 구로동 614-33 ,서울특별시 구로구 구로중앙로 237  (구로동),GRC,20071106,
영업/정상,서울특별시 구로구 구로동 중앙유통상가 D동 13-01호,,한승케미닉스,20071212,
영업/정상,서울특별시 구로구 개봉동 92-3,서울특별시 구로구 고척로 115 (개봉동),(주)개봉오일,1992-05-16,
영업/정상,서울특별시 구로구 구로동 317-14 ,서울특별시 구로구 구로동로28길 64-2  (구로동),유림석유,20011204,
영업/정상,서울특별시 구로구 구로동 317-17 ,,동일석유,20011204,
취소/말소/만료/정지/중지,서울특별시 구로구 개봉동 62-19 ,서울특별시 구로구 고척로19길 16  (개봉동),한서유화,19850605,
폐업,서울특별시 구로구 개봉동 170 ,서울특별시 구로구 경인로38길 26  (개봉동),(주)오광석유,19931201,
폐업,서울특별시 구로구 구로동 609-1 한성상가 B동 407호,"서울특별시 구로구 경인로55길 51, B동 407호 (구로동,한성상가)",삼협실업,19850605,
폐업,서울특별시 구로구 고척동 189 ,서울특별시 구로구 고척로 239 (고척동),고척주유소,19860913,20150212
폐업,서울특별시 구로구 구로동 426-76 ,서울특별시 구로구 가마산로 208  (구로동),태양석유,19871205,20130412
폐업,서울특별시 구로구 가리봉동 134-124 ,서울특별시 구로구 디지털로20길 13  (가리봉동),공단석유,19880302,
폐업,서울특별시 구로구 구로동 701-31 ,,동일석유,19890317,
폐업,서울특별시 구로구 신도림동 296-52 ,서울특별시 구로구 신도림로15길 21-42  (신도림동),안성석유,19890410,
폐업,서울특별시 구로구 오류동 6-42 ,서울특별시 구로구 경인로 175 (오류동),SK네트웍스(주) 태경주유소,19890929,20170501
폐업,서울특별시 구로구 고척동 69-27 ,,해덕강업(주) 선진주유소,19940312,
폐업,서울특별시 구로구 신도림동 437-1 ,서울특별시 구로구 경인로59길 8  (신도림동),신흥주유소,19931220,
폐업,서울특별시 구로구 개봉동 144-5 ,서울특별시 구로구 경인로 306  (개봉동),(주)황룡주유소,19930803,20100812
폐업,서울특별시 구로구 구로동 452-8 ,,신성주유소,19930129,
폐업,서울특별시 구로구 구로동 636-62 공구상가일번지 C동 302호,"서울특별시 구로구 경인로54길 4, C동 302호 (구로동,공구상가일번지)",운성상사(주),20020520,
폐업,서울특별시 구로구 구로동 108 현대파크빌 806호 ,"서울특별시 구로구 공원로 41  (구로동,현대파크빌 806호)",씨제이켐(주),20040203,
폐업,서울특별시 구로구 고척동 103-4 가동라열 209 ,,우림산업,20040514,
폐업,서울특별시 구로구 궁동 208-16 ,서울특별시 구로구 부일로15길 29  (궁동),한전석유,20050513,20100628
폐업,서울특별시 구로구 고척동 173-11 ,서울특별시 구로구 경서로 82-4 (고척동),동선석유,20051227,20120903
폐업,서울특별시 구로구 신도림동 416-15 ,서울특별시 구로구 신도림로11길 4  (신도림동),세종석유,19960830,20100126
폐업,서울특별시 구로구 구로동 546-4 ,서울특별시 구로구 공원로7길 12 (구로동),대성오일(주),19960327,20170613
폐업,서울특별시 구로구 구로동 186-3 ,,공단제일주유소,19960116,
폐업,서울특별시 구로구 구로동 98-16 현대오피스텔 202호 ,"서울특별시 구로구 구로중앙로18길 5  (구로동,현대오피스텔 202호)",(주)명진글로벌,20050128,
폐업,서울특별시 서초구 반포동 1127 15통1반 반포아파트 1동 503호,"서울특별시 서초구 신반포로 32, 1동 503호 (반포동,반포아파트)",주식회사 인그레스,20060206,
폐업,서울특별시 구로구 고척동 76-74 ,서울특별시 구로구 경인로 407 (고척동),정은주유소,19760429,20211216
폐업,서울특별시 구로구 고척동 76-18 ,서울특별시 구로구 중앙로 18 (고척동),중앙로주유소,19960416,20131129
폐업,서울특별시 구로구 오류동 134-1 동선오피스텔 514호,"서울특별시 구로구 오류로 86,  514호 (오류동,동선오피스텔)",(주)호성켐테크,19981123,20121214
폐업,서울특별시 구로구 개봉동 88-2 ,,삼우석유,19990621,
폐업,서울특별시 구로구 가리봉동 127-23 ,서울특별시 구로구 남부순환로105라길 8 (가리봉동),독산대성석유,20001102,20170131
폐업,서울특별시 구로구 오류동 6-7 ,서울특별시 구로구 고척로 2  (오류동),민희상사,20000114,
폐업,서울특별시 구로구 오류동 81-82 ,서울특별시 구로구 경인로11길 4  (오류동),오류석유,19911017,
폐업,서울특별시 구로구 오류동 147-2 ,서울특별시 구로구 오류로8길 72  (오류동),신동아에너지,19911017,
폐업,서울특별시 구로구 가리봉동 131-43 ,서울특별시 구로구 우마3길 44  (가리봉동),대신석유,19911209,
