"Status";"Add.";"SNAdd.";"BN";"LD";"DoC"
"924";"폐업";"서울특별시 성동구 성수동2가 281-7 ";"서울특별시 성동구 광나루로 310  (성수동2가)";"화양 주유소";1993-12-27;NA
"925";"영업/정상";"서울특별시 광진구 중곡동 186-6";"서울특별시 광진구 동일로 435 (중곡동)";"에이치디현대오일뱅크(주) 직영 중곡현대주유소";1993-12-27;NA
"926";"폐업";"서울특별시 광진구 구의동 74-1 ";"서울특별시 광진구 천호대로 680  (구의동)";"대공원주유소";1993-12-27;NA
"927";"영업/정상";"서울특별시 성동구 하왕십리동 291-9";"서울특별시 성동구 청계천로 454 (하왕십리동)";"청계로 주유소";1993-12-27;NA
"928";"영업/정상";"서울특별시 동작구 상도동 190-1";"서울특별시 동작구 상도로 139 (상도동)";"매일주유소";1993-12-28;NA
"929";"영업/정상";"서울특별시 강남구 삼성동 38-21";"서울특별시 강남구 봉은사로 433 (삼성동)";"주식회사 만정에너지";1993-12-29;NA
"930";"영업/정상";"서울특별시 강남구 논현동 221-15";"서울특별시 강남구 논현로 640 (논현동)";"유한책임회사 동하석유";1993-12-29;NA
"931";"영업/정상";"서울특별시 성북구 장위동 43-12";"서울특별시 성북구 한천로 612 (장위동)";"장삼 쌍둥이 주유소";1993-12-29;NA
"932";"폐업";"서울특별시 서초구 서초동 1460-21 ";"서울특별시 서초구 반포대로 33 (서초동)";"현대오일뱅크(주)직영서초현대주유소";1993-12-29;"20190725"
"933";"폐업";"서울특별시 서초구 방배동 936-12 ";"서울특별시 서초구 방배로 151 (방배동)";"(주)대신성에너지";1993-12-29;"20181201"
"934";"폐업";"서울특별시 서초구 서초동 1449-9 ";"서울특별시 서초구 반포대로4길 58  (서초동)";"타이거오일(주)서초주유소";1993-12-29;NA
"935";"영업/정상";"서울특별시 서초구 방배동 765-8 ";"서울특별시 서초구 동작대로 206 (방배동)";"지에스칼텍스(주) 선천주유소";1993-12-29;NA
"936";"폐업";"서울특별시 강남구 도곡동 946-1 ";"서울특별시 강남구 강남대로 284  (도곡동)";"삼호주유소";1993-12-29;NA
"937";"폐업";"서울특별시 강남구 청담동 53-5 ";"서울특별시 강남구 도산대로 546  (청담동)";"리베라주유소";1993-12-29;"20070817"
"938";"폐업";"서울특별시 강남구 역삼동 733-20 ";"서울특별시 강남구 역삼로 227  (역삼동)";"서진주유소";1993-12-29;NA
"939";"폐업";"서울특별시 강남구 역삼동 652-2 ";"서울특별시 강남구 봉은사로 222 (역삼동)";"SK서광그린주유소";1993-12-29;"20180213"
"940";"폐업";"서울특별시 강남구 청담동 132-9";"서울특별시 강남구 영동대로 716 (청담동)";"(주)주성알앤디";1993-12-29;"20220330"
"941";"영업/정상";"서울특별시 동대문구 장안동 387-1";"서울특별시 동대문구 답십리로 258 (장안동)";"삼영주유소";1993-12-30;NA
"942";"영업/정상";"서울특별시 중랑구 면목동 155-57";"서울특별시 중랑구 동일로 654 (면목동)";"주식회사한화미 구도일주유소동천";1993-12-30;NA
"943";"영업/정상";"서울특별시 강서구 염창동 263-8 ";"서울특별시 강서구 양천로 720 (염창동)";"염창동주유소";1993-12-30;NA
"944";"폐업";"서울특별시 금천구 시흥동 903-3 (시흥대로 503) ";"서울특별시 금천구 시흥대로 184 (시흥동)";"SK 금천주유소";1993-12-30;"20140731"
"945";"폐업";"서울특별시 금천구 독산동 1041-24 (독산동길 161) ";"서울특별시 금천구 독산로 208 (독산동)";"독산제일주유소";1993-12-30;"20090528"
"946";"취소/말소/만료/정지/중지";"서울특별시 강남구 개포동 1163-2 ";"서울특별시 강남구 논현로 12 (개포동)";"대한석유";1993-12-30;NA
"947";"폐업";"서울특별시 송파구 삼전동 9-8 ";"서울특별시 송파구 백제고분로 229 (삼전동)";"유한회사 퓨체크 송파알찬주유소";1993-12-30;"20220203"
"948";"폐업";"서울특별시 강동구 성내동 550 ";"서울특별시 강동구 성내로 32 (성내동)";"SK네트웍스(주) 직영 한미주유소";1993-12-30;"20180701"
"949";"영업/정상";"서울특별시 구로구 온수동 35-3";"서울특별시 구로구 경인로 41 (온수동)";"씨앤에스유통(주)구로드림주유소";1993-12-30;NA
"950";"영업/정상";"서울특별시 도봉구 창동 744";"서울특별시 도봉구 마들로 574 (창동)";"극동유화(주) 대안주유소";1993-12-31;NA
"951";"영업/정상";"서울특별시 강북구 번동 410-94 95";"서울특별시 강북구 한천로 963 (번동)";"에이치디현대오일뱅크(주)직영 번동셀프주유소";1993-12-31;NA
"952";"영업/정상";"서울특별시 강북구 미아동 746-3 879-5";"서울특별시 강북구 삼양로 217 (미아동)";"SK에너지(주) 매일주유소";1993-12-31;NA
"953";"폐업";"서울특별시 도봉구 쌍문동 507-43 ";"서울특별시 도봉구 삼양로 594 (쌍문동)";"신화상사(주)신화제2주유소";1993-12-31;"20140611"
"954";"폐업";"서울특별시 영등포구 도림동 71-1 ";NA;"강서주유소";1994-01-03;NA
"955";"폐업";"서울특별시 관악구 신림동 406-6 ";"서울특별시 관악구 신림로 183 (신림동)";"SK네트웍스(주) 서울셀프주유소";1994-01-05;"20190410"
"956";"폐업";"서울특별시 성동구 용답동 229-2 ";"서울특별시 성동구 천호대로 384 (용답동)";"명성주유소";1994-01-11;"20171122"
"957";"폐업";"서울특별시 광진구 구의동 251-34 ";"서울특별시 광진구 자양로 138  (구의동)";"성동주유소";1994-01-11;NA
"958";"폐업";"서울특별시 영등포구 신길동 4435 ";"서울특별시 영등포구 여의대방로 81-2  (신길동)";"삼우유업";1994-01-11;"20070829"
"959";"폐업";"서울특별시 도봉구 창동 578-56 ";"서울특별시 도봉구 덕릉로59가길 52 (창동)";"굿모닝상사";1994-01-12;"20131110"
"960";"폐업";"서울특별시 송파구 삼전동 33-3 ";"서울특별시 송파구 삼전로 42  (삼전동)";"한빛주유소";1994-01-12;NA
"961";"영업/정상";"서울특별시 영등포구 신길동 70-1";"서울특별시 영등포구 영등포로 399 (신길동)";"(주)지에스이앤알 보라주유소";1994-01-13;NA
"962";"영업/정상";"서울특별시 영등포구 여의도동 17-2";"서울특별시 영등포구 국회대로 746 (여의도동)";"국회대로주유소";1994-01-13;NA
"963";"영업/정상";"서울특별시 영등포구 여의도동 13-11";"서울특별시 영등포구 국회대로 794 (여의도동)";"KH에너지(주) 직영 KH여의도주유소";1994-01-13;NA
"964";"영업/정상";"서울특별시 영등포구 당산동 121-106";"서울특별시 영등포구 버드나루로 111 (당산동)";"버드나룻길주유소";1994-01-13;NA
"965";"폐업";"서울특별시 영등포구 여의도동 17-2 ";NA;"SK글로벌(주)경일주유소";1994-01-13;NA
"966";"폐업";"서울특별시 영등포구 대림동 912-10 ";"서울특별시 영등포구 신길로 29 (대림동)";"대영주유소";1994-01-13;"20171211"
"967";"폐업";"서울특별시 영등포구 신길동 70-1 ";NA;"보라주유소";1994-01-13;NA
"968";"폐업";"서울특별시 영등포구 여의도동 13-11 ";NA;"현대정유(주)여의도현대주유소";1994-01-13;NA
"969";"폐업";"서울특별시 영등포구 대림동 667-9 ";NA;"SK 윈윈주유소";1994-01-13;NA
"970";"폐업";"서울특별시 영등포구 신길동 4268 ";"서울특별시 영등포구 여의대방로 113  (신길동)";"우성주유소";1994-01-13;"20110627"
"971";"폐업";"서울특별시 영등포구 여의도동 13-11 ";NA;"현대정유(주)여의도현대주유소";1994-01-13;NA
"972";"폐업";"서울특별시 영등포구 도림동 71 ";"서울특별시 영등포구 도신로 151 (도림동)";"강서주유소";1994-01-13;NA
"973";"폐업";"서울특별시 동작구 대방동 417-3 ";"서울특별시 동작구 여의대방로 134  (대방동)";"SK글로벌(주) 대동주유소";1994-01-13;NA
"974";"영업/정상";"서울특별시 강남구 신사동 503-1";"서울특별시 강남구 강남대로 640 (신사동)";"대교주유소";1994-01-21;NA
"975";"폐업";"서울특별시 강남구 신사동 588-18 ";"서울특별시 강남구 도산대로 223  (신사동)";"도산공원주유소";1994-01-21;NA
"976";"폐업";"서울특별시 성동구 용답동 236-4 ";"서울특별시 성동구 천호대로 454  (용답동)";"부현주유소";1994-01-25;NA
"977";"영업/정상";"서울특별시 중랑구 면목동 175-1";"서울특별시 중랑구 동일로 627 (면목동)";"면목self주유소";1994-01-27;NA
"978";"폐업";"서울특별시 도봉구 방학동 706-7 ";"서울특별시 도봉구 도봉로 696 (방학동)";"(주)디케이비엠시 대경주유소";1994-01-29;"20150428"
"979";"폐업";"서울특별시 양천구 신월동 540-10 ";"서울특별시 양천구 남부순환로77길 9 (신월동)";"대성에너지";1994-01-31;"20180703"
"980";"폐업";"서울특별시 동대문구 용두동 36-2 ";NA;"동성주유소";1994-02-01;NA
"981";"폐업";"서울특별시 영등포구 신길동 1821 ";"서울특별시 영등포구 가마산로 554 (신길동)";"신평화주유소";1994-02-02;"20161202"
"982";"폐업";"서울특별시 양천구 목동 715-2 ";"서울특별시 양천구 목동중앙남로 82-4 (목동)";"대원석유";1994-02-05;"20210916"
"983";"영업/정상";"서울특별시 강남구 신사동 563-10";"서울특별시 강남구 도산대로 163 (신사동)";"에이치디현대오일뱅크(주) 직영 신사현대주유소";1994-02-08;NA
"984";"영업/정상";"서울특별시 마포구 대흥동 337-30 ";"서울특별시 마포구 대흥로 61 (대흥동)";"(주)만성상사";1994-02-08;NA
"985";"영업/정상";"서울특별시 강서구 화곡동 1076-14 ";"서울특별시 강서구 강서로 154 (화곡동)";"화곡역주유소";1994-02-08;NA
"986";"영업/정상";"서울특별시 성동구 성수동2가 289-2 ";"서울특별시 성동구 광나루로 254 (성수동2가)";"협진제유산업(주)동일주유소";1994-02-14;NA
"987";"폐업";"서울특별시 광진구 광장동 470-3 ";"서울특별시 광진구 아차산로 502  (광장동)";"올림픽주유소";1994-02-14;NA
"988";"영업/정상";"서울특별시 동대문구 휘경동 43-79";"서울특별시 동대문구 한천로 263 (휘경동)";"열린주유소";1994-02-21;NA
"989";"영업/정상";"서울특별시 은평구 증산동 222-6";"서울특별시 은평구 수색로 188 (증산동)";"타이거주유소";1994-02-22;NA
"990";"폐업";"서울특별시 관악구 봉천동 947-12 ";"서울특별시 관악구 남부순환로 1696 (봉천동)";"삼진주유소";1994-02-24;"20120302"
"991";"영업/정상";"서울특별시 종로구 평창동 80-1";"서울특별시 종로구 평창문화로 135 (평창동)";"(주)지에스이앤알 평창주유소";1994-02-24;NA
"992";"폐업";"서울특별시 강남구 논현동 198-10 ";"서울특별시 강남구 강남대로114길 20  (논현동)";"삼방석유";1994-02-26;NA
"993";"폐업";"서울특별시 성동구 용답동 118-9 ";"서울특별시 성동구 천호대로 254 (용답동)";"신동일 주유소";1994-02-28;"20140522"
"994";"폐업";"서울특별시 강남구 청담동 131-17 ";"서울특별시 강남구 영동대로 726 (청담동)";"SK네트웍스(주)오토조이주유소";1994-02-28;"20130327"
"995";"영업/정상";"서울특별시 성동구 도선동 2-4";"서울특별시 성동구 고산자로 273 (도선동)";"아이콘주유소";1994-02-28;NA
"996";"영업/정상";"서울특별시 강서구 화곡동 785-2";"서울특별시 강서구 국회대로 251 (화곡동)";"목화주유소";1994-03-02;NA
"997";"영업/정상";"서울특별시 강남구 대치동 994";"서울특별시 강남구 영동대로 235 (대치동)";"은마주유소";1994-03-04;NA
"998";"폐업";"서울특별시 서초구 방배동 490-1 ";"서울특별시 서초구 남부순환로 2221 (방배동)";"까치고개주유소";1994-03-04;"20120831"
"999";"폐업";"서울특별시 구로구 고척동 69-27 ";NA;"해덕강업(주) 선진주유소";1994-03-12;NA
"1000";"폐업";"서울특별시 성동구 용답동 5-4 ";"서울특별시 성동구 천호대로 324  (용답동)";"동창 주유소";1994-03-14;NA
"1001";"영업/정상";"서울특별시 금천구 독산동 150-6 (시흥대로 244) ";"서울특별시 금천구 시흥대로 441 (독산동)";"SK에너지(주) 이가주유소";1994-03-18;NA
"1002";"폐업";"서울특별시 종로구 이화동 9-333 ";NA;"충남석유";1994-03-25;NA
"1003";"폐업";"서울특별시 서대문구 남가좌동 186-8 ";NA;"제삼에너지";1994-03-28;NA
"1004";"폐업";"서울특별시 영등포구 신길동 433-75 ";"서울특별시 영등포구 도림로 236 (신길동)";"하나주유소";1994-03-31;"20190107"
"1005";"영업/정상";"서울특별시 성동구 송정동 83-3 ";"서울특별시 성동구 동일로 249 (송정동)";"KLP제2주유소";1994-04-01;NA
"1006";"폐업";"서울특별시 성동구 상왕십리동 16-13 ";NA;"지에스칼텍스직영 성동(새로나)점";1994-04-01;"20091116"
"1007";"폐업";"서울특별시 마포구 창전동 402동 20호";NA;"세신석유";1994-04-04;NA
"1008";"폐업";"서울특별시 성동구 용답동 69-2 ";"서울특별시 성동구 천호대로 298  (용답동)";"오림주유소";1994-04-08;"20110829"
"1009";"영업/정상";"서울특별시 성동구 성수동1가 283 ";"서울특별시 성동구 성덕정11길 5-5 (성수동1가)";"금방에너지";1994-04-11;NA
"1010";"영업/정상";"서울특별시 영등포구 대림동 776-3";"서울특별시 영등포구 가마산로 328 (대림동)";"(주)대청에너지";1994-04-11;NA
"1011";"폐업";"서울특별시 영등포구 대림동 778-44 ";NA;"동아주유소";1994-04-11;"20170615"
"1012";"폐업";"서울특별시 영등포구 대림동 776-3 ";NA;"SK글로벌(주)대청주유소";1994-04-11;NA
"1013";"폐업";"서울특별시 강남구 역삼동 654-4 ";"서울특별시 강남구 언주로 559 (역삼동)";"(주)시티글로벌";1994-04-11;"20180309"
"1014";"폐업";"서울특별시 중구 예관동 70-19 ";"서울특별시 중구 퇴계로45길 23 (예관동)";"서울석유";1994-04-20;"20170705"
"1015";"영업/정상";"서울특별시 영등포구 양평동4가 159-1";"서울특별시 영등포구 선유로 270 (양평동4가)";"SK에너지(주) 기린주유소";1994-04-23;NA
"1016";"폐업";"서울특별시 영등포구 양평동4가 159-1 ";NA;"기린네너지";1994-04-23;NA
"1017";"영업/정상";"서울특별시 양천구 신월동 244-6";"서울특별시 양천구 국회대로 23 (신월동)";"대산에너지";1994-04-23;NA
"1018";"폐업";"서울특별시 성북구 하월곡동 90-1394 ";"서울특별시 성북구 종암로36나길 12  (하월곡동)";"새한석유";1994-04-26;"20040423"
"1019";"폐업";"서울특별시 영등포구 신길동 505 ";"서울특별시 영등포구 여의대방로 147 (신길동)";"미림주유소";1994-04-26;"20150325"
"1020";"폐업";"서울특별시 종로구 관철동 155-8 ";NA;"종로주유소";1994-04-27;NA
"1021";"폐업";"서울특별시 강남구 신사동 583-3 ";"서울특별시 강남구 논현로 841  (신사동)";"현대주유소";1994-04-27;NA
"1022";"폐업";"서울특별시 강남구 청담동 72 ";"서울특별시 강남구 영동대로 703 (청담동)";"SK네트웍스(주)국제주유소";1994-04-27;NA
"1023";"폐업";"서울특별시 강남구 논현동 60-4 ";NA;"학동주유소";1994-05-13;NA
"1024";"폐업";"서울특별시 영등포구 신길동 252-9 ";"서울특별시 영등포구 신길로 137 (신길동)";"꿈에그린주유소";1994-05-14;"20140812"
"1025";"영업/정상";"서울특별시 동대문구 전농동 295-12";"서울특별시 동대문구 사가정로 90 (전농동)";"(주)재건에너지 재정제2주유소";1994-05-14;NA
"1026";"폐업";"서울특별시 송파구 석촌동 14-8 ";NA;"에스케이네트웍스(주)석촌주유소";1994-05-19;"20110719"
"1027";"폐업";"서울특별시 동대문구 이문동 393-10 ";"서울특별시 동대문구 천장산로 52 (이문동)";"한일석유판매";1994-05-20;"20191129"
"1028";"영업/정상";"서울특별시 성북구 보문동7가 137";"서울특별시 성북구 보문로 27 (보문동7가)";"이케이에너지(주) 강산주유소";1994-06-09;NA
"1029";"영업/정상";"서울특별시 강서구 등촌동 511-5 ";"서울특별시 강서구 등촌로 189 (등촌동)";"등촌주유소";1994-06-16;NA
"1030";"영업/정상";"서울특별시 구로구 궁동 208-16   ";NA;"한전석유";1994-06-16;NA
"1031";"영업/정상";"서울특별시 동작구 대방동 383-19";"서울특별시 동작구 여의대방로 214 (대방동)";"지에스칼텍스(주) 대방주유소";1994-06-20;NA
"1032";"영업/정상";"서울특별시 강남구 세곡동 20-8";"서울특별시 강남구 헌릉로 730 (세곡동)";"에이치디현대오일뱅크(주) 직영 산성셀프주유소";1994-06-21;NA
"1033";"폐업";"서울특별시 양천구 신월동 546-7 ";"서울특별시 양천구 신월로9길 2  (신월동)";"현대석유";1994-06-21;"20041013"
"1034";"폐업";"서울특별시 광진구 구의동 224-15 ";"서울특별시 광진구 구의로 44  (구의동)";"한양석유";1994-07-01;NA
"1035";"폐업";"서울특별시 구로구 오류동 81-29 91,147";"서울특별시 구로구 경인로 161-0 (오류동)";"에이치디현대오일뱅크(주)직영 신오류주유소";1994-07-02;"2023-10-31"
"1036";"영업/정상";"서울특별시 구로구 오류동 77-10";"서울특별시 구로구 경인로 150 (오류동)";"서서울고속주유소";1994-07-02;NA
"1037";"영업/정상";"서울특별시 강서구 내발산동 702-5";"서울특별시 강서구 강서로 292 (내발산동)";"우장산주유소";1994-07-04;NA
"1038";"영업/정상";"서울특별시 성동구 성수동1가 656-1208 성수만세주유소";"서울특별시 성동구 왕십리로 109, 성수만세주유소 (성수동1가)";"KH에너지(주) 직영 성수만세주유소";1994-07-08;NA
"1039";"영업/정상";"서울특별시 강서구 등촌동 684";"서울특별시 강서구 강서로 472 (등촌동)";"대성주유소";1994-07-18;NA
"1040";"폐업";"서울특별시 강남구 역삼동 734-15 ";"서울특별시 강남구 역삼로 205 (역삼동)";"역삼주유소(주)";1994-07-26;NA
"1041";"폐업";"서울특별시 강남구 역삼동 808.858-45 ";NA;"태홍주유소";1994-08-04;NA
"1042";"영업/정상";"서울특별시 서대문구 충정로3가 19-3 ";"서울특별시 서대문구 경기대로5길 11 (충정로3가)";"SK에너지";1994-08-09;NA
"1043";"영업/정상";"서울특별시 동대문구 신설동 39-1";"서울특별시 동대문구 한빛로 25 (신설동)";"수정석유";1994-08-12;NA
"1044";"영업/정상";"서울특별시 성북구 정릉동 199-16 ";"서울특별시 성북구 정릉로27길 58  (정릉동)";"충남석유";1994-08-17;NA
"1045";"폐업";"서울특별시 광진구 구의동 215-6  ";NA;"세양주유소";1994-08-20;NA
"1046";"폐업";"서울특별시 강북구 미아동 682-24 ";"서울특별시 강북구 삼양로28길 16 (미아동)";"만보에너지";1994-09-03;"20180410"
"1047";"폐업";"서울특별시 은평구 진관내동 490-8 ";NA;"파발삼거리주유소";1994-09-05;"20100129"
"1048";"폐업";"서울특별시 은평구 진관내동 411-1 ";NA;"백운주유소";1994-09-05;"20050309"
"1049";"폐업";"서울특별시 송파구 송파동 180-18 ";"서울특별시 송파구 송파대로36길 32-6  (송파동)";"흥국석유";1994-09-13;NA
"1050";"영업/정상";"서울특별시 성동구 성수동2가 272-40 ";"서울특별시 성동구 성수이로 13-1 (성수동2가)";"비상에너지";1994-09-17;NA
"1051";"영업/정상";"서울특별시 서초구 서초동 1438-2";"서울특별시 서초구 효령로 356 (서초동)";"에쓰-오일(주)오토테크주유소";1994-09-27;NA
"1052";"폐업";"서울특별시 동대문구 휘경동 333-5 7.8.12호,335-35호 ";NA;"경희대주유소";1994-10-13;"20130614"
"1053";"폐업";"서울특별시 강북구 미아동 791-1621 ";"서울특별시 강북구 솔매로 35  (미아동)";"서울석유";1994-11-08;"20100514"
"1054";"폐업";"서울특별시 서초구 서초동 1550-11 ";"서울특별시 서초구 서초대로46길 38  (서초동)";"태양석유";1994-11-11;NA
"1055";"영업/정상";"서울특별시 강북구 번동 112";"서울특별시 강북구 월계로 195 (번동)";"에덴주유소";1994-11-12;NA
"1056";"폐업";"서울특별시 송파구 오금동 99-23 ";"서울특별시 송파구 위례성대로 260 (오금동)";"백양주유소";1994-11-21;"20150301"
"1057";"영업/정상";"서울특별시 송파구 문정동 150-21";"서울특별시 송파구 중대로 58 (문정동)";"(주)삼표에너지훼미리주유소";1994-12-02;NA
"1058";"영업/정상";"서울특별시 강남구 도곡동 515-2";"서울특별시 강남구 논현로 152 (도곡동)";"에이치디현대오일뱅크(주)직영 유진주유소";1994-12-02;NA
"1059";"영업/정상";"서울특별시 강남구 도곡동 910-2";"서울특별시 강남구 남부순환로 2651 (도곡동)";"오일프러스 셀프주유소";1994-12-02;NA
"1060";"폐업";"서울특별시 성북구 삼선동2가 272 ";"서울특별시 성북구 삼선교로10길 75  (삼선동2가)";"경인석유";1994-12-12;"20040623"
"1061";"폐업";"서울특별시 은평구 진관내동 563-1 ";NA;"하나로주유소";1994-12-21;"20100129"
"1062";"폐업";"서울특별시 양천구 신정동 1007-7 ";"서울특별시 양천구 목동로 159 (신정동)";"지에스칼텍스(주) 직영 금강점";1994-12-24;"20130104"
"1063";"폐업";"서울특별시 서초구 서초동 1699-8 ";"서울특별시 서초구 서초중앙로 160  (서초동)";"엘지칼텍스정유(주)사계절주유소";1994-12-30;NA
"1064";"영업/정상";"서울특별시 송파구 가락동 137-9";"서울특별시 송파구 동남로 153 (가락동)";"(주)삼표에너지 우리셀프주유소";1995-01-25;NA
"1065";"영업/정상";"서울특별시 강서구 등촌동 631-7 ";"서울특별시 강서구 양천로 576 (등촌동)";"청룡주유소";1995-01-26;NA
"1066";"영업/정상";"서울특별시 강남구 역삼동 785-17 외2필지";"서울특별시 강남구 도곡로 249 (역삼동,외2필지)";"(주)잠실에너지 명품주유소";1995-01-27;NA
"1067";"폐업";"서울특별시 서대문구 창천동 53-97 ";"서울특별시 서대문구 연세로7안길 34-1  (창천동)";"명신석유";1995-02-03;NA
"1068";"영업/정상";"서울특별시 도봉구 창동 650-65";"서울특별시 도봉구 도봉로 434 (창동)";"동일석유(주)창동주유소";1995-02-09;NA
"1069";"폐업";"서울특별시 강서구 마곡동 224-1 ";NA;"양천길주유소";1995-02-13;"20100503"
"1070";"영업/정상";"서울특별시 도봉구 도봉동 298-2";"서울특별시 도봉구 도봉로 941 (도봉동)";"이케이에너지 주식회사";1995-02-17;NA
"1071";"폐업";"서울특별시 영등포구 영등포동7가 62-14 ";"서울특별시 영등포구 국회대로 632 (영등포동7가)";"대영주유소";1995-02-17;"20210114"
"1072";"폐업";"서울특별시 영등포구 영등포동7가 62-14 ";"서울특별시 영등포구 국회대로 632 (영등포동7가)";"대영주유소";1995-02-17;NA
"1073";"영업/정상";"서울특별시 양천구 신정동 209-6 ";"서울특별시 양천구 목동남로 62 (신정동)";"SK에너지(주)신평주유소";1995-02-27;NA
"1074";"폐업";"서울특별시 성동구 성수동2가 316-44 ";"서울특별시 성동구 연무장길 37 (성수동2가)";"한일에너지";1995-03-06;NA
"1075";"영업/정상";"서울특별시 중구 장충동2가 186-69 ";"서울특별시 중구 동호로 296 (장충동2가)";"씨앤에스유통(주) 장충드림주유소";1995-03-25;NA
"1076";"폐업";"서울특별시 도봉구 쌍문동 707 9,20호 ";"서울특별시 도봉구 도봉로 635 (쌍문동)";"정다운주유소";1995-04-01;"20220321"
"1077";"영업/정상";"서울특별시 강서구 등촌동 510-13 ";"서울특별시 강서구 등촌로 213 (등촌동)";"강서열린점";1995-04-13;NA
"1078";"영업/정상";"서울특별시 송파구 잠실동 210-46 ";"서울특별시 송파구 석촌호수로12길 1-20 (잠실동)";"송파에너지";1995-04-28;NA
"1079";"폐업";"서울특별시 서초구 양재동 88-8 ";"서울특별시 서초구 양재천로29길 8  (양재동)";"대호석유판매";1995-04-29;"20080730"
"1080";"영업/정상";"서울특별시 강서구 방화동 523-22";"서울특별시 강서구 개화동로 457 (방화동)";"(주)스카이주유소";1995-05-04;NA
"1081";"폐업";"서울특별시 광진구 구의동 73-4 ";"서울특별시 광진구 천호대로 690 (구의동)";"아차산주유소";1995-05-30;"20170918"
"1082";"영업/정상";"서울특별시 강서구 화곡동 402-1";"서울특별시 강서구 강서로 151 (화곡동)";"화곡현대주유소";1995-06-08;NA
"1083";"영업/정상";"서울특별시 동대문구 장안동 164-2";"서울특별시 동대문구 한천로 100 (장안동)";"삼미상사(주) 장안킹셀프주유소";1995-06-12;NA
"1084";"영업/정상";"서울특별시 송파구 오금동 121-1";"서울특별시 송파구 동남로 325 (오금동)";"(주)유진주유소";1995-06-17;NA
"1085";"폐업";"서울특별시 은평구 진관내동 564-16 ";NA;"진성주유소";1995-07-02;"20070807"
"1086";"폐업";"서울특별시 용산구 원효로2가 92-10 ";"서울특별시 용산구 원효로48길 9 (원효로2가)";"오대석유";1995-07-10;NA
"1087";"폐업";"서울특별시 성북구 삼선동3가 106-8 ";"서울특별시 성북구 보문로29다길 20  (삼선동3가)";"대성석유";1995-07-18;"20080516"
"1088";"취소/말소/만료/정지/중지";"서울특별시 광진구 자양동 451-3 ";"서울특별시 광진구 자양번영로3길 30-11 (자양동)";"SK에너지중부특판";1995-07-21;NA
"1089";"폐업";"서울특별시 종로구 누하동 20 ";"서울특별시 종로구 자하문로7길 69  (누하동)";"효자석유";1995-08-01;NA
"1090";"영업/정상";"서울특별시 관악구 봉천동 1663-11";"서울특별시 관악구 남부순환로 1880 (봉천동)";"SK에너지(주) 신봉천주유소";1995-08-02;NA
"1091";"영업/정상";"서울특별시 강북구 수유동 168-3";"서울특별시 강북구 도봉로 395 (수유동)";"수유동주유소";1995-08-10;NA
"1092";"영업/정상";"서울특별시 서초구 서초동 1302";"서울특별시 서초구 사평대로 350 (서초동)";"에이치디현대오일뱅크(주)직영사평로주유소";1995-09-25;NA
"1093";"폐업";"서울특별시 광진구 자양동 666-22 ";"서울특별시 광진구 자양로3길 61  (자양동)";"현대석유";1995-09-26;NA
"1094";"영업/정상";"서울특별시 용산구 한남동 116-7 ";"서울특별시 용산구 독서당로8길 7 (한남동)";"한남석유";1995-10-11;NA
"1095";"폐업";"서울특별시 강북구 미아동 477-2 ";NA;"쌍용석유";1995-10-11;"20080624"
"1096";"영업/정상";"서울특별시 강서구 염창동 252-14 ";"서울특별시 강서구 양천로 715  (염창동)";"대복주유소";1995-10-12;NA
"1097";"폐업";"서울특별시 강서구 염창동 252-14 강서그린주유소 ";"서울특별시 강서구 양천로 715 (염창동)";"강동주유소";1995-10-12;"20180413"
"1098";"폐업";"서울특별시 은평구 신사동 293-79 ";NA;"형제석유";1995-10-13;NA
"1099";"폐업";"서울특별시 서대문구 남가좌동 124-196 ";NA;"(주)은혜유업";1995-10-16;NA
"1100";"폐업";"서울특별시 서대문구 남가좌동 124-253 4통3반 지층 ";NA;"은혜에너지";1995-10-16;"20101014"
"1101";"폐업";"서울특별시 강서구 가양동 54-6 ";"서울특별시 강서구 양천로 400 (가양동)";"강서명품주유소";1995-10-16;"20171010"
"1102";"폐업";"서울특별시 중구 신당동 111-18 ";"서울특별시 중구 다산로42길 21 (신당동)";"우영석유";1995-11-07;"20060905"
"1103";"폐업";"서울특별시 서초구 서초동 1426-13 ";"서울특별시 서초구 남부순환로 2451 (서초동)";"연일주유소";1995-11-10;NA
"1104";"영업/정상";"서울특별시 서초구 서초동 1426-13";"서울특별시 서초구 남부순환로 2451 (서초동)";"대성석유(주)연일주유소";1995-11-10;NA
"1105";"폐업";"서울특별시 서대문구 북가좌동 305-17 ";"서울특별시 서대문구 거북골로18길 14  (북가좌동)";"안국석유";1995-11-14;NA
"1106";"영업/정상";"서울특별시 구로구 구로동 1126-17 ";"서울특별시 구로구 시흥대로 539 (구로동)";"JHC에너지";1995-12-04;NA
"1107";"폐업";"서울특별시 송파구 오금동 121-6 ";"서울특별시 송파구 동남로 317 (오금동)";"구도일주유소";1995-12-05;"20180403"
"1108";"폐업";"서울특별시 양천구 신정동 184-28 ";NA;"백조석유";1995-12-12;"20070306"
"1109";"영업/정상";"서울특별시 용산구 후암동 448-103";"서울특별시 용산구 소월로 66 (후암동)";"에이치디현대오일뱅크(주)직영 소월길주유소";1995-12-15;NA
"1110";"폐업";"서울특별시 강북구 미아동 374-8 ";"서울특별시 강북구 솔샘로 331 (미아동)";"강북솔샘주유소";1995-12-27;"20140124"
